director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,,rand
Tamara Jenkins,91,84,572,Kevin Corrigan,1000,5480318,Comedy|Drama,Natasha Lyonne,Slums of Beverly Hills ,9427,2691,Jessica Walter,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,R,5000000,1998,778,6.6,,0.414119781
Sergio Leone,251,0,642,Burt Young,22000,5300000,Crime|Drama,Robert De Niro,Once Upon a Time in America ,221000,24719,Treat Williams,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,R,30000000,1984,683,8.4,,0.876244493
Robert Townsend,81,467,287,Keenen Ivory Wayans,467,5228617,Comedy,Robert Townsend,Hollywood Shuffle ,2770,1431,Helen Martin,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,R,100000,1987,322,7,,0.486505746
Mary Lambert,105,52,275,Susan Ward,477,5217498,Drama|Mystery|Thriller,Matthew Settle,The In Crowd ,3668,2312,A.J. Buckley,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,PG-13,15000000,2000,397,4.6,,0.859968662
Tony Richardson,109,62,518,Beau Bridges,584,5100000,Comedy|Drama|Romance,Joely Richardson,The Hotel New Hampshire ,6595,2024,Nastassja Kinski,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,R,7500000,1984,552,6,,0.679908538
Woody Allen,113,11000,99,Aleksa Palladino,537,5032496,Comedy|Drama,Melanie Griffith,Celebrity ,20576,943,Greg Mottola,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,R,12000000,1998,255,6.3,,0.667781086
Jonathan Glazer,100,143,430,Anne Heche,829,5005883,Drama|Mystery|Romance|Thriller,Cameron Bright,Birth ,29649,2295,Danny Huston,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,R,20000000,2004,681,6.1,,0.757387913
Blair Hayes,84,2,690,Geoffrey Arend,15000,5002310,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,25541,18864,Marley Shelton,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,PG-13,13000000,2001,816,5.6,,0.503608026
Robert Iscove,90,7,251,Kelly Clarkson,525,4922166,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,23606,1445,Brian Dietzen,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,PG,12000000,2003,281,2.1,,0.346718831
Tobe Hooper,100,365,225,Bud Cort,425,4884663,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,5187,1661,William Bassett,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,PG,12000000,1986,394,5.5,,0.68581257
Woody Allen,112,11000,642,Debra Messing,11000,4839383,Comedy|Romance,Woody Allen,Hollywood Ending ,21613,12766,Treat Williams,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,PG-13,16000000,2002,650,6.6,,0.826083986
Tony Goldwyn,107,956,113,Julie Kavner,10000,4741987,Drama,Viggo Mortensen,A Walk on the Moon ,6782,10368,Tovah Feldshuh,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,R,14000000,1999,233,6.6,,0.742793403
Steve Rash,89,15,660,Nia Long,883,4692814,Comedy,Barry Corbin,Held Up ,2870,3291,Jake Busey,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,PG-13,8000000,1999,826,5.1,,0.256563257
Richard Donner,114,503,697,Thomas Ian Nicholas,2000,4651977,Drama,Adam Baldwin,Radio Flyer ,10410,4334,John Heard,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,PG-13,35000000,1992,864,6.9,,0.930536574
Catherine Hardwicke,100,308,374,Sarah Clarke,1000,4599680,Drama,Holly Hunter,Thirteen ,68222,2186,Kip Pardue,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,R,1500000,2003,482,6.8,,0.904582245
Joon-ho Bong,126,584,398,Ewen Bremner,11000,4563029,Action|Drama|Sci-Fi|Thriller,Chris Evans,Snowpiercer ,181472,12286,Kang-ho Song,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,R,39200000,2013,557,7,,0.693641903
Ron Underwood,95,31,683,Randy Quaid,3000,4411102,Action|Comedy|Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash ,20295,6161,Burt Young,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,PG-13,100000000,2002,695,3.8,,0.954199179
Norman Jewison,110,278,179,Nancy Travis,3000,4357000,Comedy|Family|Fantasy,Haley Joel Osment,Bogus ,5176,3864,Andrea Martin,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,PG,30000000,1996,359,5.3,,0.171354307
Atom Egoyan,112,460,395,Sarah Polley,990,4306697,Drama,Bruce Greenwood,The Sweet Hereafter ,26720,2820,Simon Baker,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,R,5000000,1997,900,7.7,,0.515549493
Damien O'Donnell,96,70,163,Jimi Mistry,883,4170647,Comedy|Drama,Archie Panjabi,East Is East ,14548,1616,Om Puri,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,R,1900000,1999,183,6.9,,0.746809979
Rachel Talalay,104,54,919,Lori Petty,6000,4064333,Action|Comedy|Sci-Fi,Naomi Watts,Tank Girl ,24790,9662,Jeff Kober,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,R,25000000,1995,923,5.2,,0.066760927
Xavier Beauvois,122,22,32,Michael Lonsdale,186,3950029,Drama,Lambert Wilson,Of Gods and Men ,12411,416,Olivier Rabourdin,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,PG-13,4000000,2010,135,7.2,,0.102189427
Anthony Hickox,98,16,222,Zach Galligan,687,3902679,Fantasy|Horror,Julian Sands,Warlock: The Armageddon ,3943,1806,Paula Marshall,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1,R,3000000,1993,233,5.3,,0.930896542
Justin Lin,98,681,13,Jason Tobin,94,3799339,Crime|Drama|Romance,Parry Shen,Better Luck Tomorrow ,8000,139,Collin Kahey,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,R,250000,2002,26,7.2,,0.321780237
Brian Baugh,120,3,234,Sean Michael Afable,984,3773863,Drama,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,PG-13,1000000,2009,801,7.1,,0.451160487
Guy Ritchie,120,0,452,Jason Flemyng,26000,3650677,Comedy|Crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",414976,28294,Dexter Fletcher,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,R,960000,1998,1000,8.2,,0.25509851
Floria Sigismondi,106,50,741,Scout Taylor-Compton,17000,3571735,Biography|Drama|Music,Kristen Stewart,The Runaways ,39260,21711,Johnny Lewis,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,R,10000000,2010,908,6.6,,0.617395198
Rian Johnson,114,0,446,Maximilian Schell,975,3519627,Adventure|Comedy|Drama|Romance,Zachary Gordon,The Brothers Bloom ,41737,3014,Nora Zehetner,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,PG-13,20000000,2008,877,6.9,,0.02498231
Mike Marvin,93,28,415,Randy Quaid,1000,3500000,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith ,10082,2319,Nick Cassavetes,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,R,2700000,1986,695,5.9,,0.452166481
Duke Johnson,90,26,0,Tom Noonan,1000,3442820,Animation|Comedy|Drama|Romance,Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,R,8000000,2015,442,7.3,,0.014889336
Denys Arcand,112,66,21,Stéphane Rousseau,150,3432342,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,The Barbarian Invasions ,24921,253,Marina Hands,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,R,6000000,2003,28,7.7,,0.948014201
Brad Anderson,104,122,458,Callie Thorne,22000,3386698,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,4195,23461,Holland Taylor,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,R,1000000,1998,472,6.7,,0.775989776
David Ayer,116,453,2000,Christian Bale,24000,3335839,Action|Crime|Drama|Thriller,J.K. Simmons,Harsh Times ,54657,50313,Noel Gugliemi,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,R,2000000,2005,23000,7,,0.690461659
Sheldon Lettich,99,23,82,Ryan Bollman,97,3273588,Action|Drama,Antoni Corone,Only the Strong ,4195,382,Todd Susman,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,PG-13,6000000,1993,91,6.7,,0.110811444
Mike Leigh,129,608,386,Imelda Staunton,1000,3205244,Comedy|Drama,Jim Broadbent,Another Year ,23629,2265,Phil Davis,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,PG-13,10000000,2010,579,7.3,,0.435529717
Woody Allen,108,11000,922,Stockard Channing,11000,3203044,Comedy|Romance,Woody Allen,Anything Else ,25165,14843,Fisher Stevens,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,R,18000000,2003,944,6.4,,0.563239809
Susan Seidelman,105,39,183,Michael Nouri,267,3123749,Comedy|Romance,Dyan Cannon,Boynton Beach Club ,746,1231,Brenda Vaccaro,http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1,R,1500000,2005,225,6.5,,0.339504531
Charlie Kaufman,124,0,631,Jennifer Jason Leigh,22000,3081925,Comedy|Drama|Romance,Philip Seymour Hoffman,"Synecdoche, New York ",55842,24732,Samantha Morton,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,R,21000000,2008,1000,7.5,,0.097337383
John Cameron Mitchell,95,263,179,Miriam Shor,263,3029081,Comedy|Drama|Music|Musical,John Cameron Mitchell,Hedwig and the Angry Inch ,26300,993,Andrea Martin,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,R,6000000,2001,261,7.8,,0.264893071
Quentin Tarantino,99,16000,455,Steve Buscemi,16000,2812029,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,664719,28994,Chris Penn,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,R,1200000,1992,12000,8.4,,0.653430264
Michael Cuesta,112,52,688,Paz Vega,10000,2445646,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Kill the Messenger ,32382,12897,Robert Pralgo,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,R,5000000,2014,963,7,,0.876005359
Mark Romanek,103,132,844,Charlie Rowe,10000,2412045,Drama|Romance|Sci-Fi,Andrew Garfield,Never Let Me Go ,109873,12867,Charlotte Rampling,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,R,15000000,2010,882,7.2,,0.298184297
Fred Schepisi,109,40,794,Ray Winstone,5000,2326407,Drama,Bob Hoskins,Last Orders ,5016,7166,JJ Feild,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,R,12000000,2001,1000,7,,0.276184528
Hayao Miyazaki,134,6000,745,Jada Pinkett Smith,893,2298191,Adventure|Animation|Fantasy,Minnie Driver,Princess Mononoke ,221552,2710,Billy Crudup,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1,PG-13,2400000000,1997,851,8.4,,0.828037838
Brad Anderson,111,122,25,Eduardo Noriega,918,2203641,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,Transsiberian ,42792,1252,Mac McDonald,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,R,15000000,2008,278,6.7,,0.963411049
Spike Lee,135,0,851,Michael Rapaport,1000,2185266,Comedy|Drama|Music,Gillian White,Bamboozled ,8720,4266,Jada Pinkett Smith,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,R,10000000,2000,975,6.5,,0.24621047
Kevin Brodie,100,0,359,Cheryl Ladd,655,2148212,Drama|Family,Bruce McGill,A Dog of Flanders ,781,1906,Jack Warden,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,PG,7000000,1999,476,6.3,,0.41773565
Roman Polanski,130,2000,25,Barney Clark,268,1987287,Crime|Drama,Ian McNeice,Oliver Twist ,25474,450,Tony Noble,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,PG-13,50000000,2005,85,6.9,,0.817638023
Ariel Vromen,106,34,683,James Franco,11000,1939441,Biography|Crime|Drama,Chris Evans,The Iceman ,55567,23187,Robert Davi,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,R,10000000,2012,11000,6.9,,0.92723098
John Curran,105,43,827,Milla Jovovich,22000,1796024,Drama|Thriller,Robert De Niro,Stone ,34985,37766,Frances Conroy,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,R,22000000,2010,14000,5.4,,0.800561875
David Dobkin,104,71,168,Vince Vieluf,1000,1789892,Comedy|Crime,Janeane Garofalo,Clay Pigeons ,9494,1795,Kevin Rahm,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,R,8000000,1998,261,6.6,,0.004560682
Chris Weitz,98,129,221,Eddie 'Piolin' Sotelo,749,1754319,Drama|Romance,Demián Bichir,A Better Life ,13174,2214,Robert Peters,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,PG-13,10000000,2011,252,7.2,,0.54043693
Bart Freundlich,103,38,316,Garry Shandling,745,1530535,Comedy|Drama|Romance,Billy Crudup,Trust the Man ,7833,1721,Dagmara Dominczyk,http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1,R,9000000,2005,591,5.7,,0.096151603
Michael Polish,103,35,482,Anthony Edwards,548,1420578,Drama|Fantasy,Peter Coyote,Northfork ,4894,2389,Jon Gries,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,PG-13,1900000,2003,495,6.4,,0.15036591
Lee Tamahori,109,93,521,Dominic Cooper,31000,1357042,Biography|Drama|Thriller,Mem Ferda,The Devil's Double ,53977,35561,Ludivine Sagnier,http://www.imdb.com/title/tt1270262/?ref_=fn_tt_tt_1,R,15000000,2011,3000,7.1,,0.12341528
Douglas McGrath,132,41,1000,Anne Hathaway,16000,1309849,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,29177,Jim Broadbent,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,PG,10000000,2002,11000,7.2,,0.058356627
Richard Linklater,100,0,0,Richard Linklater,5,1227508,Comedy|Drama,Tommy Pallotta,Slacker ,15103,5,Jean Caffeine,http://www.imdb.com/title/tt0102943/?ref_=fn_tt_tt_1,R,23000,1991,0,7.1,,0.12208709
Wayne Beach,93,7,922,LL Cool J,1000,1181197,Drama|Mystery|Thriller,Mekhi Phifer,Slow Burn ,3299,4329,Fisher Stevens,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,R,15500000,2005,1000,5.9,,0.90510295
Douglas McGrath,118,41,442,Isabella Rossellini,2000,1150403,Biography|Crime|Drama,Toby Jones,Infamous ,14143,3474,Hope Davis,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,R,13000000,2006,812,7.1,,0.344086778
David Sington,100,90,65,Buzz Aldrin,168,1134049,Documentary|History,John F. Kennedy,In the Shadow of the Moon ,5475,408,Neil Armstrong,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,PG,2000000,2007,142,8.1,,0.881442851
Brad Anderson,94,122,360,Jennifer Jason Leigh,23000,1082044,Drama|Thriller,Christian Bale,The Machinist ,281649,24994,Reg E. Cathey,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,R,5000000,2004,1000,7.7,,0.873718605
Nadine Labaki,95,0,0,Adel Karam,227,1060591,Comedy|Drama|Romance,Yasmine Al Massri,Caramel ,9750,231,Nadine Labaki,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,PG,1300000,2007,4,7.2,,0.213426738
Roger Spottiswoode,125,55,2,Guang Li,991,1027749,Drama|War,Radha Mitchell,The Children of Huang Shi ,8087,1003,Matthew Walker,http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1,R,40000000,2008,10,7.1,,0.540880931
Joe Cornish,88,115,304,Luke Treadaway,1000,1024175,Action|Comedy|Sci-Fi|Thriller,John Boyega,Attack the Block ,82331,2011,Jodie Whittaker,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,R,13000000,2011,305,6.6,,0.543992245
Marc Levin,100,12,6,Saul Williams,245,982214,Drama,Sonja Sohn,Slam ,1976,295,Bonz Malone,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,R,1000000,1998,38,7.2,,0.824382009
Jodie Foster,91,0,220,Cherry Jones,34000,958319,Drama,Jennifer Lawrence,The Beaver ,39764,34705,Riley Thomas Stewart,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,PG-13,21000000,2011,242,6.7,,0.343003439
Marc Forby,97,3,204,Will Patton,679,883887,Drama,Q'orianka Kilcher,Princess Kaiulani ,1201,1426,Shaun Evans,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,PG,9000000,2009,537,6.2,,0.88253454
Carroll Ballard,100,19,393,Hope Davis,706,860002,Adventure|Drama|Family,Eamonn Walker,Duma ,6454,1579,Campbell Scott,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,PG,12000000,2005,442,7.3,,0.456191485
Robert Towne,117,162,745,Monica Potter,2000,777423,Biography|Drama|Sport,Billy Burke,Without Limits ,5841,4351,Billy Crudup,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,PG-13,25000000,1998,878,7.2,,0.769682129
Norman Jewison,120,278,387,Colin Salmon,844,763044,Drama|Thriller,Charlotte Rampling,The Statement ,4257,3286,John Neville,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,R,23000000,2003,766,6.2,,0.631900779
D.J. Caruso,103,154,576,Meat Loaf,1000,676698,Crime|Drama|Mystery|Thriller,Adam Goldberg,The Salton Sea ,26730,4094,Anthony LaPaglia,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,R,18000000,2002,783,7.2,,0.301822441
Laurent Tirard,120,2,80,Ludivine Sagnier,809,634277,Comedy|History,Romain Duris,Molière ,5166,1651,Fabrice Luchini,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,PG-13,16000000,2007,521,7.3,,0.908552349
Martin Koolhoven,103,12,19,Tygo Gernandt,163,542860,Drama|History|War,Yorick van Wageningen,Winter in Wartime ,9230,219,Martijn Lakemeier,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,R,4000000,2008,20,7.1,,0.168657062
Stephen Chow,85,0,51,Karen Mok,478,488872,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer ,56923,700,Kwok-Kwan Chan,http://www.imdb.com/title/tt0286112/?ref_=fn_tt_tt_1,PG,10000000,2001,83,7.3,,0.021417329
Charles Herman-Wurmfeld,88,0,102,Rian Bishop,465,442638,Comedy|Romance|Sport,John Enos III,The Hammer ,5489,897,Adam Carolla,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,R,850000,2007,140,7.3,,0.297593163
Ray Griggs,92,4,12,Chris Cox,93,425899,Documentary,Bill Farmer,I Want Your Money ,1123,168,Mike Huckabee,http://www.imdb.com/title/tt1560957/?ref_=fn_tt_tt_1,PG,400000,2010,31,5.1,,0.879858055
Shane Carruth,77,291,8,David Sullivan,291,424760,Drama|Sci-Fi|Thriller,Shane Carruth,Primer ,72639,368,Casey Gooden,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,PG-13,7000,2004,45,7,,0.900871729
Ray Lawrence,118,10,48,Deborra-Lee Furness,172,399879,Crime|Drama|Mystery|Thriller,John Howard,Jindabyne ,5772,378,Max Cullen,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,R,15000000,2006,71,6.4,,0.423547357
Mike Figgis,106,81,687,Saffron Burrows,2000,399793,Drama,Kelly Macdonald,The Loss of Sexual Innocence ,2877,4343,Julian Sands,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,R,4000000,1999,811,5.4,,0.754429755
Jamie Babbit,91,91,659,David Gallagher,982,381186,Drama|Thriller,Katy Mixon,The Quiet ,13485,3299,Edie Falco,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,R,900000,2005,796,6.4,,0.515414471
Vadim Perelman,90,26,350,Lynn Cohen,797,303439,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes ,12125,2073,Brett Cullen,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,R,8000000,2007,474,6.4,,0.53043446
Fenton Bailey,98,13,600,Mia Kirshner,3000,296665,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,5185,Marilyn Manson,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,R,5000000,2003,971,6.3,,0.96744475
Julie Taymor,110,278,181,Reeve Carney,3000,263365,Comedy|Drama|Fantasy|Romance,Djimon Hounsou,The Tempest ,6147,3785,Tom Conti,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,PG-13,20000000,2010,602,5.4,,0.980374391
Gus Van Sant,103,835,,Casey Affleck,13000,236266,Adventure|Drama|Mystery,Matt Damon,Gerry ,15104,13000,,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,R,3500000,2002,0,6.2,,0.629182063
Richard E. Grant,97,554,530,Julie Walters,876,233103,Drama,Emily Watson,Wah-Wah ,2670,2544,Miranda Richardson,http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1,R,7000000,2005,838,6.9,,0.577306622
Mel Smith,86,302,428,Danny Dyer,893,226792,Action|Comedy|Drama,Minnie Driver,High Heels and Low Lifes ,3080,3049,Mary McCormack,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,R,10000000,2001,798,6.2,,0.204030392
Roland Emmerich,129,776,256,Caleb Landry Jones,25000,186354,Drama,Jeremy Irvine,Stonewall ,1758,26176,Matt Craven,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,R,13500000,2015,463,4.5,,0.625590325
Simon West,96,165,566,Mark Valley,12000,183125,Action|Crime|Drama|Thriller,Nicolas Cage,Stolen ,36914,14978,Sami Gayle,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,R,35000000,2012,774,5.5,,0.31691964
Jon Gunn,106,16,254,David A.R. White,602,171988,Action|Crime|Drama,Stacy Keach,Mercy Streets ,448,1281,Cynthia Watros,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,PG-13,600000,2000,266,5.6,,0.89711071
Darren Lynn Bousman,150,163,636,Paris Hilton,2000,140244,Horror|Musical|Sci-Fi,Alexa PenaVega,Repo! The Genetic Opera ,20419,4168,Paul Sorvino,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,R,8500000,2008,716,6.7,,0.787893437
